weather_id,collision_rate,out_of_road_length,distance_to_route,incomplete_route,running_time,final_score
4,0.75,0.03,0.09,0.3,0.84,0.48600000000000004
4,0.78,0.03,0.09,0.31,0.82,0.49900000000000005
4,0.75,0.03,0.09,0.3,0.83,0.48500000000000004
5,0.75,0.03,0.09,0.3,0.82,0.48400000000000004
5,0.75,0.03,0.09,0.3,0.82,0.48400000000000004
5,0.78,0.06,0.1,0.32,0.82,0.506
5,0.75,0.03,0.09,0.3,0.83,0.48500000000000004
5,0.75,0.02,0.09,0.31,0.82,0.48600000000000004
5,0.75,0.03,0.09,0.3,0.83,0.48500000000000004
5,0.75,0.03,0.09,0.3,0.82,0.48400000000000004
5,0.75,0.03,0.09,0.3,0.84,0.48600000000000004
5,0.75,0.04,0.09,0.3,0.78,0.48100000000000004
5,0.75,0.03,0.09,0.3,0.82,0.48400000000000004
6,0.75,0.05,0.09,0.3,0.82,0.48600000000000004
6,0.75,0.03,0.09,0.3,0.83,0.48500000000000004
6,0.72,0.04,0.09,0.31,0.82,0.47600000000000003
6,0.75,0.03,0.09,0.3,0.82,0.48400000000000004
6,0.75,0.03,0.09,0.3,0.82,0.48400000000000004
6,0.75,0.03,0.09,0.3,0.82,0.48400000000000004
6,0.75,0.03,0.09,0.3,0.82,0.48400000000000004
6,0.75,0.03,0.09,0.3,0.82,0.48400000000000004
6,0.75,0.03,0.09,0.3,0.82,0.48400000000000004
6,0.78,0.01,0.09,0.32,0.78,0.49600000000000005
7,0.75,0.03,0.09,0.3,0.82,0.48400000000000004
7,0.75,0.03,0.09,0.3,0.82,0.48400000000000004
7,0.75,0.03,0.09,0.3,0.82,0.48400000000000004
7,0.78,0.04,0.09,0.31,0.82,0.5
7,0.75,0.03,0.09,0.3,0.82,0.48400000000000004
7,0.75,0.02,0.09,0.3,0.82,0.48300000000000004
7,0.75,0.03,0.09,0.3,0.82,0.48400000000000004
7,0.75,0.03,0.09,0.3,0.82,0.48400000000000004
7,0.75,0.03,0.09,0.3,0.83,0.48500000000000004
7,0.81,0.1,0.09,0.32,0.82,0.521
