Station_Id_C Year Mon Day Hour PRS PRS_Sea PRS_Max PRS_Min WIN_S_Max WIN_S_Inst_Max WIN_D_INST_Max WIN_D_Avg_2mi WIN_S_Avg_2mi WIN_D_S_Max TEM TEM_Max TEM_Min RHU RHU_Min PRE_3h
58366 2025 3 6 18 1030.7000 1031.1000 1031.3000 1030.7000 1.1000 1.8000 289 298 0.8000 288 0.8000 1.0000 0.8000 98 97 0.0000 
58366 2025 3 6 21 1029.9000 1030.3000 1030.0000 1029.7000 1.3000 1.8000 295 298 1.5000 298 -0.3000 -0.3000 -0.7000 99 98 0.0000 
58366 2025 3 7 0 1030.3000 1030.7000 1030.3000 1030.2000 1.5000 2.2000 329 338 1.5000 332 3.9000 3.9000 1.4000 93 93 0.0000 
58366 2025 3 7 3 1029.0000 1029.4000 1029.8000 1029.0000 2.9000 5.3000 35 89 2.8000 64 9.0000 9.4000 7.8000 51 48 0.0000 
58366 2025 3 7 6 1026.1000 1026.5000 1026.4000 1026.1000 2.3000 4.2000 101 132 1.2000 154 9.9000 10.6000 9.8000 50 45 0.0000 
58366 2025 3 7 9 1025.7000 1026.1000 1026.4000 1025.7000 2.5000 2.6000 201 999017 0.2000 190 9.1000 9.5000 9.1000 53 51 0.0000 
58366 2025 3 7 12 1026.5000 1026.9000 1026.8000 1026.3000 1.6000 2.6000 77 112 1.8000 100 5.8000 6.1000 5.7000 72 69 0.0000 
58366 2025 3 7 15 1026.4000 1026.8000 1026.5000 1026.4000 1.2000 1.8000 104 41 0.7000 100 3.6000 5.1000 3.6000 84 77 0.0000 
58366 2025 3 7 18 1025.4000 1025.8000 1025.8000 1025.4000 0.2000 0.4000 85 999017 0.0000 999017 1.1000 1.7000 1.1000 96 94 0.0000 
58366 2025 3 7 21 1025.6000 1026.0000 1025.6000 1025.1000 0.8000 1.0000 10 326 0.4000 13 0.0000 0.3000 0.0000 98 97 0.0000 
58366 2025 3 8 0 1026.5000 1026.9000 1026.5000 1026.3000 1.7000 2.3000 354 29 1.2000 356 3.8000 3.8000 0.4000 99 99 0.0000 
58366 2025 3 8 3 1027.6000 1028.0000 1027.6000 1027.5000 2.4000 4.6000 49 119 0.6000 37 10.4000 10.6000 9.4000 47 42 0.0000 
58366 2025 3 8 6 1026.2000 1026.6000 1026.7000 1026.2000 3.2000 6.5000 359 14 3.2000 357 12.6000 12.7000 11.6000 35 35 0.0000 
58366 2025 3 8 9 1026.2000 1026.6000 1026.2000 1025.7000 3.7000 6.7000 39 50 2.7000 36 10.3000 11.6000 10.3000 45 38 0.0000 
58366 2025 3 8 12 1027.7000 1028.1000 1027.8000 1027.2000 2.1000 3.7000 68 69 2.0000 69 5.9000 6.9000 5.9000 71 64 0.0000 
58366 2025 3 8 15 1028.4000 1028.8000 1028.5000 1028.4000 1.3000 1.6000 76 95 0.6000 75 1.9000 2.6000 1.9000 94 91 0.0000 
58366 2025 3 8 18 1029.0000 1029.4000 1029.0000 1028.8000 0.9000 1.2000 302 266 0.6000 298 0.9000 1.3000 0.9000 98 97 0.0000 
58366 2025 3 8 21 1028.5000 1028.9000 1028.6000 1028.1000 1.4000 1.6000 26 15 1.3000 27 3.2000 3.2000 2.3000 99 99 0.0000 
58366 2025 3 9 0 1029.7000 1030.1000 1029.7000 1029.1000 2.4000 4.3000 95 85 2.2000 87 7.6000 7.6000 3.3000 85 85 0.0000 
58366 2025 3 9 3 1029.5000 1029.9000 1030.0000 1029.5000 4.0000 6.5000 70 82 3.0000 93 11.0000 11.1000 10.3000 65 64 0.0000 
58366 2025 3 9 6 1027.3000 1027.7000 1027.9000 1027.3000 4.9000 8.1000 81 74 3.7000 91 11.4000 11.8000 11.1000 68 66 0.0000 
58366 2025 3 9 9 1027.8000 1028.2000 1027.8000 1027.2000 4.5000 6.8000 94 102 2.5000 94 10.2000 10.9000 10.2000 79 74 0.0000 
58366 2025 3 9 12 1027.2000 1027.6000 1027.8000 1026.9000 3.4000 5.2000 123 123 3.1000 116 9.1000 9.2000 9.1000 90 87 0.0000 
58366 2025 3 9 15 1026.9000 1027.3000 1027.5000 1026.9000 1.3000 1.9000 89 85 1.2000 111 9.6000 9.6000 9.5000 92 91 0.0000 
58366 2025 3 9 18 1025.1000 1025.5000 1026.1000 1025.1000 1.9000 3.0000 111 114 1.8000 103 9.6000 9.7000 9.6000 93 93 0.0000 
58366 2025 3 9 21 1023.8000 1024.2000 1024.1000 1023.4000 2.6000 4.3000 105 106 2.1000 107 9.9000 9.9000 9.9000 90 90 0.0000 
58366 2025 3 10 0 1024.5000 1024.9000 1024.7000 1024.3000 2.1000 3.3000 91 117 1.9000 96 10.1000 10.4000 10.1000 94 88 0.0000 
58366 2025 3 10 3 1024.2000 1024.6000 1024.3000 1024.0000 4.1000 5.8000 129 112 2.8000 121 10.4000 10.7000 10.4000 95 92 0.1000 
58366 2025 3 10 6 1022.1000 1022.5000 1022.8000 1022.1000 2.6000 4.1000 110 112 1.8000 102 10.7000 10.7000 10.5000 98 97 0.2000 
58367 2025 3 4 9 1019.2000 1019.6000 1019.2000 1017.7000 0.8000 2.4000 122 221 0.5000 224 7.5000 7.7000 7.5000 82 79 0.2000 
58367 2025 3 4 12 1020.4000 1020.8000 1020.5000 1019.6000 0.9000 2.5000 220 163 1.1000 318 6.8000 6.8000 6.6000 89 87 0.0000 
58367 2025 3 4 15 1021.3000 1021.7000 1021.3000 1020.8000 0.9000 2.9000 309 288 0.7000 142 7.1000 7.5000 7.1000 85 79 0.0000 
58367 2025 3 4 18 1022.0000 1022.4000 1022.3000 1021.9000 0.6000 1.9000 45 95 1.2000 1 6.6000 7.0000 6.6000 82 81 0.0000 
58367 2025 3 4 21 1021.6000 1022.0000 1022.0000 1021.3000 1.3000 3.5000 274 78 0.9000 273 6.4000 6.4000 6.4000 76 75 0.0000 
58367 2025 3 5 0 1024.3000 1024.7000 1024.7000 1024.2000 1.1000 3.0000 259 352 0.3000 43 6.5000 6.6000 6.4000 72 71 0.0000 
58367 2025 3 5 3 1024.9000 1025.3000 1025.5000 1024.3000 1.2000 3.5000 342 28 0.5000 1 7.6000 7.6000 7.2000 68 65 0.0000 
58367 2025 3 5 6 1024.3000 1024.7000 1024.3000 1023.7000 1.0000 2.8000 285 142 0.8000 17 8.2000 8.3000 8.1000 63 63 0.0000 
58367 2025 3 5 9 1023.7000 1024.1000 1024.1000 1023.7000 1.2000 4.8000 57 52 2.1000 348 8.0000 8.3000 8.0000 62 59 0.0000 
58367 2025 3 5 12 1025.9000 1026.3000 1025.9000 1025.0000 1.2000 3.6000 313 999017 0.2000 35 6.9000 7.2000 6.9000 63 61 0.0000 
58367 2025 3 5 15 1027.3000 1027.7000 1027.6000 1027.2000 0.8000 2.5000 107 333 0.5000 58 6.9000 6.9000 6.8000 70 68 0.0000 
58367 2025 3 5 18 1028.0000 1028.4000 1028.1000 1027.6000 1.2000 3.8000 140 128 1.1000 320 6.4000 6.7000 6.4000 72 71 0.0000 
58367 2025 3 5 21 1028.8000 1029.2000 1028.9000 1028.5000 0.9000 2.8000 151 317 1.3000 88 6.3000 6.4000 6.3000 73 72 0.0000 
58367 2025 3 6 0 1030.9000 1031.3000 1030.9000 1030.2000 1.0000 2.6000 300 146 0.6000 304 6.5000 6.5000 6.3000 72 72 0.0000 
58367 2025 3 6 3 1031.2000 1031.6000 1031.4000 1031.1000 1.0000 2.9000 335 342 1.0000 36 10.1000 10.1000 8.0000 49 48 0.0000 
58367 2025 3 6 6 1030.1000 1030.5000 1030.5000 1030.1000 1.8000 4.2000 287 153 0.5000 259 10.2000 10.9000 10.1000 51 48 0.0000 
58367 2025 3 6 9 1030.3000 1030.7000 1030.4000 1029.9000 1.5000 3.8000 280 277 1.2000 260 9.5000 10.0000 9.5000 53 50 0.0000 
58367 2025 3 6 12 1031.7000 1032.1000 1031.7000 1031.3000 0.9000 2.1000 49 298 0.3000 60 7.0000 7.8000 7.0000 60 50 0.0000 
58367 2025 3 6 15 1031.5000 1031.9000 1031.7000 1031.5000 0.8000 2.5000 280 999017 0.2000 39 5.8000 6.0000 5.8000 71 70 0.0000 
58367 2025 3 6 18 1030.5000 1030.9000 1031.2000 1030.5000 0.4000 1.3000 38 337 0.3000 63 5.3000 5.6000 5.3000 74 74 0.0000 
58367 2025 3 6 21 1029.9000 1030.3000 1029.9000 1029.7000 0.4000 1.8000 51 999017 0.1000 15 4.9000 5.0000 4.9000 75 75 0.0000 
58367 2025 3 7 0 1030.5000 1030.9000 1030.6000 1030.0000 1.1000 3.6000 52 49 1.0000 37 6.9000 6.9000 5.9000 54 54 0.0000 
58367 2025 3 7 3 1028.8000 1029.2000 1029.7000 1028.8000 1.3000 3.9000 36 334 1.0000 60 10.1000 10.2000 8.4000 44 42 0.0000 
58367 2025 3 7 6 1026.1000 1026.5000 1026.4000 1026.0000 1.1000 3.0000 22 347 0.4000 51 10.2000 10.4000 10.1000 46 44 0.0000 
58367 2025 3 7 9 1025.4000 1025.8000 1025.9000 1025.3000 0.8000 2.2000 29 27 0.5000 59 10.0000 10.1000 10.0000 47 43 0.0000 
58367 2025 3 7 12 1026.1000 1026.5000 1026.3000 1025.8000 0.6000 1.7000 281 294 0.5000 321 8.3000 8.7000 8.3000 56 56 0.0000 
58367 2025 3 7 15 1026.4000 1026.8000 1026.5000 1026.1000 0.4000 1.6000 278 999017 0.2000 344 7.1000 7.7000 7.1000 64 59 0.0000 
58367 2025 3 7 18 1025.5000 1025.9000 1025.8000 1025.5000 0.1000 0.4000 279 999017 0.0000 999017 5.8000 6.2000 5.8000 71 68 0.0000 
58367 2025 3 7 21 1025.7000 1026.1000 1025.7000 1025.2000 0.0000 0.3000 195 999017 0.0000 999017 4.8000 5.3000 4.8000 75 74 0.0000 
58367 2025 3 8 0 1026.6000 1027.0000 1026.8000 1026.2000 0.4000 0.9000 131 139 0.4000 161 6.9000 6.9000 5.0000 64 64 0.0000 
58367 2025 3 8 3 1027.6000 1028.0000 1027.7000 1027.5000 1.0000 2.6000 293 190 0.6000 9 11.4000 11.4000 10.3000 43 42 0.0000 
58367 2025 3 8 6 1025.8000 1026.2000 1026.1000 1025.8000 1.2000 3.1000 86 70 1.5000 33 13.8000 14.0000 12.9000 35 32 0.0000 
58367 2025 3 8 9 1025.7000 1026.1000 1025.7000 1025.4000 1.3000 2.9000 34 43 1.0000 53 12.1000 12.5000 12.1000 38 34 0.0000 
58367 2025 3 8 12 1027.3000 1027.7000 1027.3000 1026.8000 1.5000 3.3000 36 34 1.2000 30 8.8000 10.0000 8.8000 50 45 0.0000 
58367 2025 3 8 15 1028.3000 1028.7000 1028.6000 1028.2000 1.1000 2.4000 20 190 0.3000 22 7.0000 7.3000 6.9000 74 69 0.0000 
58367 2025 3 8 18 1028.5000 1028.9000 1028.8000 1028.5000 0.2000 0.8000 129 999017 0.0000 999017 6.5000 6.9000 6.5000 79 77 0.0000 
58367 2025 3 8 21 1028.2000 1028.6000 1028.3000 1027.8000 0.9000 2.4000 57 34 0.4000 38 7.7000 7.7000 7.6000 77 76 0.0000 
58367 2025 3 9 0 1029.4000 1029.8000 1029.4000 1029.1000 0.9000 2.5000 13 42 0.5000 36 8.5000 8.5000 7.6000 76 76 0.0000 
58367 2025 3 9 3 1029.2000 1029.6000 1029.7000 1029.2000 1.4000 4.0000 21 188 0.7000 19 12.2000 12.7000 11.6000 56 54 0.0000 
58367 2025 3 9 6 1026.7000 1027.1000 1027.3000 1026.7000 1.6000 4.6000 19 115 0.5000 358 13.3000 14.3000 13.2000 53 46 0.0000 
58367 2025 3 9 9 1027.4000 1027.8000 1027.5000 1026.5000 1.5000 3.1000 22 13 0.7000 32 12.0000 12.7000 12.0000 66 58 0.0000 
58367 2025 3 9 12 1027.2000 1027.6000 1027.4000 1026.8000 0.9000 2.2000 23 28 0.7000 15 10.6000 10.7000 10.6000 80 78 0.0000 
58367 2025 3 9 15 1026.5000 1026.9000 1027.0000 1026.5000 0.7000 1.9000 22 45 0.5000 23 10.9000 10.9000 10.8000 84 84 0.0000 
58367 2025 3 9 18 1024.9000 1025.3000 1025.8000 1024.9000 0.7000 2.2000 129 23 0.5000 33 11.0000 11.0000 10.9000 84 84 0.0000 
58367 2025 3 9 21 1023.7000 1024.1000 1024.0000 1023.3000 0.7000 1.7000 98 16 0.4000 27 11.2000 11.2000 11.1000 82 82 0.0000 
58367 2025 3 10 0 1024.2000 1024.6000 1024.3000 1023.6000 0.7000 1.5000 15 18 0.7000 17 11.3000 11.3000 11.1000 87 86 0.0000 
58367 2025 3 10 3 1023.7000 1024.1000 1024.1000 1023.6000 0.5000 1.8000 69 356 0.4000 17 11.6000 11.6000 11.3000 92 91 0.4000 
58367 2025 3 10 6 1021.7000 1022.1000 1022.0000 1021.7000 0.8000 1.7000 28 27 0.4000 92 12.3000 12.4000 12.0000 88 86 0.0000 
58369 2025 3 4 9 1018.7000 1019.2000 1018.7000 1016.9000 4.4000 8.7000 309 309 1.7000 335 8.4000 8.6000 8.4000 79 78 0.0000 
58369 2025 3 4 12 1020.3000 1020.8000 1020.3000 1019.5000 4.5000 8.5000 353 347 4.1000 355 7.7000 7.8000 7.6000 85 83 0.0000 
58369 2025 3 4 15 1020.7000 1021.2000 1020.9000 1020.3000 3.0000 5.8000 339 360 3.0000 343 6.7000 6.8000 6.6000 100 100 0.3000 
58369 2025 3 4 18 1021.7000 1022.2000 1021.9000 1021.7000 3.4000 5.8000 330 354 2.1000 334 6.4000 6.8000 6.4000 100 96 0.1000 
58369 2025 3 4 21 1020.9000 1021.4000 1021.6000 1020.9000 4.6000 8.2000 346 358 5.4000 350 5.7000 6.0000 5.7000 91 91 0.0000 
58369 2025 3 5 0 1024.4000 1024.9000 1024.5000 1024.1000 3.6000 5.9000 348 357 2.4000 353 6.5000 6.5000 6.1000 77 76 0.0000 
58369 2025 3 5 3 1025.0000 1025.5000 1025.2000 1024.2000 3.8000 6.3000 360 340 2.3000 5 7.4000 7.4000 7.0000 71 70 0.0000 
58369 2025 3 5 6 1023.9000 1024.4000 1024.0000 1023.4000 4.1000 7.0000 5 11 4.5000 9 8.2000 8.6000 8.0000 63 62 0.0000 
58369 2025 3 5 9 1023.8000 1024.3000 1024.0000 1023.5000 4.9000 8.6000 10 15 4.2000 14 7.5000 7.9000 7.5000 64 62 0.0000 
58369 2025 3 5 12 1025.7000 1026.2000 1025.7000 1024.8000 4.7000 8.1000 2 3 2.1000 3 6.4000 6.6000 6.4000 69 67 0.0000 
58369 2025 3 5 15 1026.9000 1027.4000 1027.2000 1026.8000 3.7000 7.3000 357 355 4.0000 356 6.6000 6.7000 6.6000 78 76 0.0000 
58369 2025 3 5 18 1027.6000 1028.1000 1027.6000 1027.2000 3.9000 6.9000 337 340 2.5000 344 6.2000 6.4000 6.2000 77 75 0.0000 
58369 2025 3 5 21 1028.4000 1028.9000 1028.4000 1028.1000 3.4000 6.1000 327 347 2.5000 338 6.2000 6.2000 6.0000 76 75 0.0000 
58369 2025 3 6 0 1030.5000 1031.0000 1030.5000 1029.8000 4.1000 7.7000 331 352 4.9000 348 6.7000 6.7000 6.2000 74 74 0.0000 
58369 2025 3 6 3 1030.9000 1031.4000 1031.0000 1030.8000 5.6000 10.0000 10 13 6.6000 360 9.1000 9.5000 8.0000 57 54 0.0000 
58369 2025 3 6 6 1029.9000 1030.4000 1030.3000 1029.8000 5.8000 10.2000 359 2 4.5000 10 9.7000 10.5000 9.7000 53 50 0.0000 
58369 2025 3 6 9 1030.2000 1030.7000 1030.2000 1029.9000 4.8000 9.0000 10 16 3.7000 13 9.0000 9.7000 8.9000 57 54 0.0000 
58369 2025 3 6 12 1031.6000 1032.1000 1031.6000 1031.3000 3.5000 6.7000 18 11 3.3000 9 5.7000 6.5000 5.7000 70 66 0.0000 
58369 2025 3 6 15 1031.4000 1031.9000 1031.6000 1031.4000 3.0000 5.4000 10 5 2.0000 7 5.1000 5.4000 5.1000 82 79 0.0000 
58369 2025 3 6 18 1030.4000 1030.9000 1030.9000 1030.4000 2.2000 3.6000 350 338 1.5000 1 4.0000 4.4000 3.9000 89 86 0.0000 
58369 2025 3 6 21 1029.7000 1030.2000 1029.7000 1029.5000 1.2000 2.1000 337 326 1.3000 335 3.6000 3.6000 2.8000 98 96 0.0000 
58369 2025 3 7 0 1030.2000 1030.7000 1030.3000 1029.9000 2.1000 5.1000 63 46 1.5000 63 6.8000 6.8000 5.9000 58 56 0.0000 
58369 2025 3 7 3 1028.7000 1029.2000 1029.5000 1028.7000 2.6000 5.5000 52 30 2.7000 68 9.3000 9.7000 8.9000 46 46 0.0000 
58369 2025 3 7 6 1026.4000 1026.9000 1026.5000 1026.1000 2.4000 4.3000 94 37 1.9000 54 9.6000 10.6000 9.6000 48 44 0.0000 
58369 2025 3 7 9 1025.8000 1026.3000 1026.6000 1025.7000 2.3000 3.4000 182 110 2.2000 116 8.3000 8.7000 8.3000 56 53 0.0000 
58369 2025 3 7 12 1026.5000 1027.0000 1026.8000 1026.1000 1.8000 3.2000 121 119 0.9000 132 6.8000 7.4000 6.6000 67 64 0.0000 
58369 2025 3 7 15 1026.4000 1026.9000 1026.6000 1026.3000 0.3000 0.7000 294 999017 0.0000 320 3.4000 4.7000 3.4000 94 83 0.0000 
58369 2025 3 7 18 1025.6000 1026.1000 1025.9000 1025.6000 0.4000 0.7000 161 999017 0.0000 172 2.0000 2.4000 2.0000 100 100 0.0000 
58369 2025 3 7 21 1025.6000 1026.1000 1025.7000 1025.2000 0.8000 1.0000 12 999017 0.1000 11 1.3000 1.5000 1.2000 100 100 0.0000 
58369 2025 3 8 0 1026.9000 1027.4000 1026.9000 1026.3000 0.9000 1.5000 262 232 1.2000 240 5.7000 5.7000 2.3000 91 91 0.0000 
58369 2025 3 8 3 1027.7000 1028.2000 1027.7000 1027.5000 2.7000 4.8000 344 334 2.9000 332 10.9000 11.2000 9.7000 45 45 0.0000 
58369 2025 3 8 6 1026.0000 1026.5000 1026.3000 1026.0000 3.7000 6.9000 57 14 4.2000 42 12.3000 12.7000 12.2000 42 35 0.0000 
58369 2025 3 8 9 1026.1000 1026.6000 1026.1000 1025.7000 4.1000 7.9000 47 47 4.4000 47 10.1000 11.7000 10.1000 45 43 0.0000 
58369 2025 3 8 12 1027.7000 1028.2000 1027.8000 1027.3000 2.2000 4.4000 63 60 1.6000 67 6.1000 6.8000 6.1000 74 68 0.0000 
58369 2025 3 8 15 1028.1000 1028.6000 1028.9000 1028.1000 1.1000 1.9000 40 32 0.8000 35 3.9000 5.0000 3.9000 97 89 0.0000 
58369 2025 3 8 18 1028.6000 1029.1000 1028.7000 1028.6000 1.3000 1.6000 351 3 1.0000 349 3.5000 3.6000 3.4000 100 100 0.0000 
58369 2025 3 8 21 1028.2000 1028.7000 1028.4000 1027.7000 1.0000 1.3000 35 32 1.1000 35 5.5000 5.5000 5.1000 100 100 0.0000 
58369 2025 3 9 0 1029.4000 1029.9000 1029.4000 1029.2000 2.9000 5.3000 57 69 2.2000 67 8.6000 8.6000 6.2000 84 84 0.0000 
58369 2025 3 9 3 1029.4000 1029.9000 1029.9000 1029.4000 3.5000 5.9000 60 59 2.7000 64 11.6000 12.1000 10.7000 61 61 0.0000 
58369 2025 3 9 6 1027.3000 1027.8000 1027.9000 1027.3000 3.1000 5.7000 94 98 2.7000 118 12.4000 12.9000 12.1000 62 58 0.0000 
58369 2025 3 9 9 1027.7000 1028.2000 1027.7000 1027.0000 2.7000 5.4000 91 80 1.6000 91 10.7000 11.3000 10.7000 76 71 0.0000 
58369 2025 3 9 12 1027.5000 1028.0000 1027.6000 1027.3000 1.6000 3.3000 93 79 1.1000 99 10.0000 10.1000 10.0000 96 87 0.1000 
58369 2025 3 9 15 1026.8000 1027.3000 1027.1000 1026.7000 1.5000 2.9000 106 124 1.6000 104 10.5000 10.5000 10.4000 93 92 0.0000 
58369 2025 3 9 18 1025.2000 1025.7000 1025.9000 1025.1000 1.2000 2.1000 104 137 0.9000 103 10.6000 10.6000 10.5000 89 89 0.0000 
58369 2025 3 9 21 1023.7000 1024.2000 1024.4000 1023.3000 1.0000 1.7000 73 89 1.0000 79 10.6000 10.6000 10.5000 94 92 0.0000 
58369 2025 3 10 0 1024.2000 1024.7000 1024.3000 1023.9000 1.4000 2.6000 106 89 1.2000 107 10.7000 10.7000 10.5000 100 100 0.1000 
58369 2025 3 10 3 1023.9000 1024.4000 1024.5000 1023.8000 2.0000 3.4000 109 130 1.4000 108 11.2000 11.2000 10.8000 100 100 0.1000 
58369 2025 3 10 6 1021.9000 1022.4000 1022.5000 1021.7000 1.8000 2.9000 147 124 1.2000 137 11.8000 11.8000 11.5000 100 100 0.0000 
58370 2025 3 4 9 1018.7000 1019.1000 1018.9000 1017.3000 2.9000 7.1000 237 323 0.9000 300 7.7000 8.0000 7.6000 81 79 0.0000 
58370 2025 3 4 12 1020.3000 1020.7000 1020.3000 1019.3000 2.2000 4.8000 328 325 1.5000 311 7.5000 7.5000 7.1000 82 82 0.0000 
58370 2025 3 4 15 1021.0000 1021.4000 1021.0000 1020.6000 2.1000 4.3000 321 144 1.1000 307 6.8000 7.3000 6.8000 89 83 0.1000 
58370 2025 3 4 18 1021.9000 1022.3000 1022.0000 1021.6000 3.1000 5.5000 313 350 1.2000 322 6.6000 7.1000 6.6000 85 82 0.1000 
58370 2025 3 4 21 1021.4000 1021.8000 1021.8000 1021.2000 2.2000 4.8000 3 350 1.2000 324 6.4000 6.5000 6.4000 76 75 0.0000 
58370 2025 3 5 0 1024.2000 1024.6000 1024.5000 1024.1000 2.7000 6.2000 323 313 1.9000 324 6.6000 6.7000 6.3000 71 70 0.0000 
58370 2025 3 5 3 1024.9000 1025.3000 1025.2000 1024.2000 2.7000 6.1000 311 37 2.0000 13 7.9000 8.1000 7.3000 65 64 0.0000 
58370 2025 3 5 6 1024.0000 1024.4000 1024.0000 1023.5000 2.6000 5.3000 314 32 1.9000 322 8.7000 8.8000 8.1000 58 58 0.0000 
58370 2025 3 5 9 1023.8000 1024.2000 1024.2000 1023.6000 3.2000 7.0000 38 305 0.7000 41 7.7000 8.3000 7.6000 61 59 0.0000 
58370 2025 3 5 12 1025.8000 1026.3000 1025.8000 1024.9000 2.9000 7.7000 35 307 1.5000 34 6.6000 6.9000 6.5000 64 61 0.0000 
58370 2025 3 5 15 1027.1000 1027.6000 1027.4000 1027.1000 1.9000 4.3000 294 15 1.0000 17 6.7000 6.8000 6.7000 74 71 0.0000 
58370 2025 3 5 18 1027.9000 1028.4000 1027.9000 1027.3000 2.3000 6.1000 318 300 3.2000 328 6.3000 6.5000 6.3000 72 72 0.0000 
58370 2025 3 5 21 1028.6000 1029.1000 1028.6000 1028.3000 2.3000 5.5000 302 37 1.8000 309 6.3000 6.4000 6.3000 74 73 0.0000 
58370 2025 3 6 0 1030.6000 1031.1000 1030.6000 1030.0000 2.9000 5.6000 310 323 1.7000 320 6.7000 6.7000 6.4000 73 72 0.0000 
58370 2025 3 6 3 1031.1000 1031.6000 1031.2000 1030.9000 3.3000 6.9000 307 313 2.5000 327 9.5000 9.7000 8.5000 52 52 0.0000 
58370 2025 3 6 6 1030.0000 1030.5000 1030.4000 1030.0000 3.7000 7.5000 324 16 1.8000 330 10.6000 11.2000 10.1000 49 46 0.0000 
58370 2025 3 6 9 1030.3000 1030.8000 1030.3000 1029.8000 2.9000 7.4000 312 336 1.5000 4 9.4000 10.2000 9.4000 54 49 0.0000 
58370 2025 3 6 12 1031.6000 1032.1000 1031.6000 1031.1000 2.3000 4.6000 39 20 1.8000 41 6.4000 7.2000 6.4000 65 59 0.0000 
58370 2025 3 6 15 1031.4000 1031.9000 1031.6000 1031.4000 2.2000 5.7000 56 64 0.6000 33 5.4000 5.7000 5.4000 76 73 0.0000 
58370 2025 3 6 18 1030.4000 1030.9000 1031.0000 1030.4000 1.4000 2.7000 43 18 1.4000 32 4.9000 5.3000 4.8000 78 76 0.0000 
58370 2025 3 6 21 1029.7000 1030.2000 1029.7000 1029.5000 0.9000 2.4000 58 247 0.3000 60 3.8000 4.6000 3.8000 82 78 0.0000 
58370 2025 3 7 0 1030.4000 1030.9000 1030.4000 1029.9000 1.2000 2.9000 87 19 1.4000 48 6.6000 6.6000 5.5000 61 61 0.0000 
58370 2025 3 7 3 1028.6000 1029.1000 1029.5000 1028.6000 3.2000 5.7000 108 48 1.2000 89 9.5000 9.8000 8.4000 48 46 0.0000 
58370 2025 3 7 6 1025.9000 1026.3000 1026.3000 1025.9000 2.2000 3.8000 21 211 1.0000 300 10.1000 10.3000 9.7000 45 45 0.0000 
58370 2025 3 7 9 1025.5000 1026.0000 1026.1000 1025.4000 2.0000 3.8000 35 94 2.3000 67 9.0000 9.6000 9.0000 52 49 0.0000 
58370 2025 3 7 12 1026.2000 1026.7000 1026.3000 1025.8000 2.1000 3.8000 93 98 1.9000 114 7.8000 8.0000 7.8000 61 59 0.0000 
58370 2025 3 7 15 1026.4000 1026.9000 1026.5000 1026.1000 0.5000 0.8000 98 318 0.3000 123 4.7000 5.8000 4.7000 77 71 0.0000 
58370 2025 3 7 18 1025.4000 1025.9000 1025.7000 1025.4000 0.3000 0.4000 140 999017 0.0000 133 3.0000 3.2000 2.9000 92 89 0.0000 
58370 2025 3 7 21 1025.6000 1026.1000 1025.6000 1025.1000 0.1000 0.3000 161 999017 0.0000 999017 2.5000 2.7000 2.4000 95 95 0.0000 
58370 2025 3 8 0 1026.5000 1027.0000 1026.6000 1026.1000 0.5000 1.0000 132 133 0.7000 61 6.4000 6.4000 3.0000 87 87 0.0000 
58370 2025 3 8 3 1027.4000 1027.8000 1027.5000 1027.3000 2.4000 4.1000 229 293 1.0000 245 11.6000 11.6000 10.3000 42 41 0.0000 
58370 2025 3 8 6 1025.9000 1026.3000 1026.1000 1025.9000 2.9000 6.3000 17 34 2.4000 16 13.4000 13.4000 12.3000 37 31 0.0000 
58370 2025 3 8 9 1025.8000 1026.3000 1025.8000 1025.3000 2.6000 4.9000 84 52 1.6000 71 11.5000 12.6000 11.5000 44 39 0.0000 
58370 2025 3 8 12 1027.4000 1027.9000 1027.5000 1027.0000 2.3000 4.1000 86 72 1.3000 83 6.8000 7.9000 6.8000 70 59 0.0000 
58370 2025 3 8 15 1028.2000 1028.6000 1028.7000 1028.1000 1.2000 2.7000 73 57 0.5000 90 4.9000 5.9000 4.9000 84 78 0.0000 
58370 2025 3 8 18 1028.5000 1028.9000 1028.7000 1028.5000 0.1000 0.4000 159 999017 0.0000 999017 3.8000 4.1000 3.7000 94 92 0.0000 
58370 2025 3 8 21 1028.2000 1028.6000 1028.3000 1027.7000 1.1000 2.5000 54 89 1.2000 73 6.7000 6.7000 6.2000 86 86 0.0000 
58370 2025 3 9 0 1029.3000 1029.8000 1029.3000 1029.0000 1.7000 5.4000 92 81 2.3000 74 9.2000 9.2000 6.6000 75 75 0.0000 
58370 2025 3 9 3 1029.2000 1029.7000 1029.6000 1029.2000 3.1000 5.9000 90 73 2.5000 91 11.7000 12.5000 11.1000 58 57 0.0000 
58370 2025 3 9 6 1027.1000 1027.5000 1027.4000 1027.1000 3.8000 6.9000 104 107 4.1000 95 11.9000 13.7000 11.9000 58 49 0.0000 
58370 2025 3 9 9 1027.5000 1027.9000 1027.5000 1026.7000 3.4000 5.2000 96 123 2.3000 85 11.2000 11.8000 11.2000 70 66 0.0000 
58370 2025 3 9 12 1027.3000 1027.7000 1027.5000 1026.9000 2.8000 4.5000 96 120 1.8000 96 10.3000 10.4000 10.2000 82 80 0.0000 
58370 2025 3 9 15 1026.7000 1027.1000 1027.1000 1026.4000 2.0000 3.7000 106 103 1.9000 92 10.6000 10.6000 10.6000 85 85 0.1000 
